time_utc,Eqpt_1_Avg_V,Eqpt_3_Avg_V,Eqpt_1_Avg_A,Eqpt_3_Avg_A,Eqpt_2_Avg_V,Eqpt_4_Avg_V,Eqpt_2_Avg_A,Eqpt_4_Avg_A,Eqpt_1_V_L12,Eqpt_1_V_L23,Eqpt_1_V_L31,Eqpt_1_A_Ph1,Eqpt_1_A_Ph2,Eqpt_1_A_Ph3,Eqpt_2_V_L12,Eqpt_2_V_L23,Eqpt_2_V_L31,Eqpt_2_A_Ph1,Eqpt_2_A_Ph2,Eqpt_2_A_Ph3,Eqpt_3_V_L12,Eqpt_3_V_L23,Eqpt_3_V_L31,Eqpt_3_A_Ph1,Eqpt_3_A_Ph2,Eqpt_3_A_Ph3,Eqpt_4_V_L12,Eqpt_4_V_L23,Eqpt_4_V_L31,Eqpt_4_A_Ph1,Eqpt_4_A_Ph2,Eqpt_4_A_Ph3,Chiller_A_Temp_C,Chiller_B_Temp_C
30/01/2025 21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,482.97,483.97,483.27,5.14,0.92,4.64,,
30/01/2025 22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,484,484.98,484.05,4.24,1,3.68,,
30/01/2025 23:00,,,,,,,,,,,,,,,,,,,,,485.97,486.07,487.02,3.46,2.91,3.11,485.94,487.07,486.17,5.92,2.43,4.6,,
31/01/2025 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,488.83,489.96,488.81,4.4,2.52,2.81,,
31/01/2025 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,,488.44,490.13,488.47,4.33,2.52,2.74,,
31/01/2025 2:00,,,,,,,,,,,,,,,,,,,,,,,,,,,489.2,491.37,489.35,4.33,2.53,2.74,,
31/01/2025 3:00,,,,,,,,,,,,,,,,,,,,,,,,,,,492.5,494.41,492.67,4.32,2.53,2.73,,
31/01/2025 4:00,,,,,,,,,,,,,,,,,,,,,,,,,,,490.7,492.46,490.88,4.33,2.53,2.74,,
31/01/2025 5:00,,,,,,,,,,,,,,,,,,,,,,,,,,,492.34,493.87,492.55,4.32,2.53,2.73,,
31/01/2025 6:00,,,,,,,,,,,,,,,,,,,,,,,,,,,492.66,494.35,492.88,4.32,2.53,2.73,,
31/01/2025 7:00,,,,,,,,,,,,,,,,,,,,,,,,,,,493.14,494.74,493.32,4.31,2.52,2.73,,
31/01/2025 8:00,,,,,,,,,,,,,,,,,,,,,,,,,,,493.81,495.39,493.94,4.32,2.53,2.72,,
31/01/2025 9:00,,,,,,,,,,,,,,,,,,,,,493.96,494.25,495.74,0.6,0.61,0.76,493.95,495.67,494.36,4.31,2.52,2.73,,
31/01/2025 10:00,,,,,,,,,,,,,,,,,,,,,493.64,494.13,495.49,0.59,0.6,0.76,493.48,495.44,494.07,4.31,2.52,2.73,,
31/01/2025 11:00,,,,,,,,,,,,,,,,,,,,,493.36,493.77,494.99,0.59,0.59,0.75,492.72,494.57,493.2,4.31,2.51,2.73,,
31/01/2025 12:00,,,,,,,,,,,,,,,,,,,,,490.15,490.34,492.03,3.53,2.97,3.29,490.11,492,490.69,7.02,3.65,5.51,,
31/01/2025 13:00,,,,,,,,,,,,,,,,,,,,,489.53,489.92,491.35,4.41,3.83,4.12,488.92,490.57,490.19,6.12,2.62,4.66,,
31/01/2025 14:00,,,,,,,,,,,,,,,,,,,,,487.3,487.92,489.04,3.54,3.02,3.21,486.67,488.48,487.51,6.61,3.13,5.16,,
31/01/2025 15:00,,,,,,,,,,,,,,,,,,,,,485.03,485.51,486.78,3.5,2.9,3.17,484.59,486.37,485.29,6.65,3.99,5.14,,
31/01/2025 16:00,,,,,,,,,,,,,,,,,,,,,483.8,484.42,485.55,3.5,2.86,3.17,483.18,484.72,484.58,5.84,2.59,4.36,,
31/01/2025 17:00,,,,,,,,,0,0,0,0,0,0,,,,,,,482.34,482.78,483.89,4.01,3.37,3.67,481.75,483.31,482.74,5.72,2.88,4.24,,
31/01/2025 18:00,,,,,,,,,0,0,0,26.69,25.6,34.04,0,0,0,25.11,24.41,18.71,481.58,482.04,483.2,3.48,2.82,3.16,481.38,483.07,481.97,5.1,2.55,3.57,,
31/01/2025 19:00,,,,,,,,,0,0,0,33.22,32.04,41.34,0,0,0,11.11,11.31,8.51,481.5,482.02,482.92,4.09,3.49,3.74,481.32,482.83,481.97,4.38,2.55,2.76,,
31/01/2025 20:00,,,,,,,,,0,0,0,28.37,26.89,35.26,0,0,0,7.69,7.78,5.88,482.91,483.19,483.76,3.44,2.86,3.09,482.72,483.65,483.12,4.39,2.56,2.76,,
31/01/2025 21:00,,,,,,,,,0,0,0,31.42,30.1,39.45,0,0,0,14.08,14.1,10.54,483.59,483.93,484.4,3.44,2.87,3.12,483.42,484.4,483.87,4.38,2.55,2.76,,
31/01/2025 22:00,,,,,,,,,127.33,126.97,127.36,53.31,52.96,58.39,460.12,460.5,460.76,20.29,20.47,15.39,485.39,485.62,486.25,6.14,5.11,5.55,485.21,486.2,485.58,7.7,4.51,4.83,,
31/01/2025 23:00,,,,,,,,,479.42,478.32,479.83,31.56,30.28,40.39,487.66,487.95,488.35,17.38,17.28,12.99,488.03,488.2,488.86,5.55,4.93,5.23,487.89,488.86,488.17,4.38,2.57,2.74,,
1/02/2025 0:00,,,,,,,,,479.53,478.38,479.8,21.46,19.52,26.86,490.01,490.25,490.75,10.88,11.1,8.41,490.34,490.47,491.26,2.41,2.02,2.26,490.18,491.21,490.42,4.38,2.57,2.73,,
1/02/2025 1:00,,,,,,,,,479.55,478.49,479.7,18.55,17.2,25.41,490.54,490.58,491.37,4.34,4.4,3.52,490.83,490.71,491.86,0.57,0.57,0.73,490.67,491.86,490.7,4.34,2.55,2.73,,
1/02/2025 2:00,,,,,,,,,479.55,478.7,479.59,16.11,15.67,25.34,492.53,492.3,493.27,3.43,3.22,2.67,492.84,492.46,493.69,0.57,0.57,0.72,492.66,493.64,492.39,4.32,2.53,2.73,,
1/02/2025 3:00,,,,,,,,,479.54,478.61,479.58,16.11,15.68,25.35,494.04,494.02,495.02,3.42,3.23,2.66,494.37,494.17,495.47,0.57,0.57,0.72,494.2,495.44,494.13,4.32,2.52,2.72,,
1/02/2025 4:00,,,,,,,,,479.54,478.61,479.58,16.12,15.68,25.35,492.23,492.29,493.34,3.43,3.23,2.66,492.53,492.45,493.85,0.57,0.57,0.72,492.36,493.79,492.38,4.31,2.51,2.72,,
1/02/2025 5:00,,,,,,,,,479.54,478.59,479.58,16.11,15.69,25.36,493.68,493.76,494.52,3.45,3.23,2.64,493.98,493.89,495,0.57,0.57,0.72,493.81,494.94,493.85,4.31,2.52,2.72,,
1/02/2025 6:00,,,,,,,,,479.53,478.59,479.57,16.11,15.68,25.35,494.19,494.29,495.07,3.48,3.23,2.62,494.46,494.41,495.49,0.57,0.57,0.72,494.28,495.42,494.35,4.31,2.52,2.72,,
1/02/2025 7:00,,,,,,,,,479.54,478.62,479.58,16.1,15.68,25.35,494.91,494.91,495.46,3.5,3.23,2.61,495.14,495.01,495.94,0.58,0.58,0.73,495,495.97,494.97,4.3,2.51,2.72,,
1/02/2025 8:00,,,,,,,,,479.53,478.57,479.57,16.1,15.68,25.34,496.04,496.1,496.66,3.49,3.24,2.6,496.29,496.22,497.1,0.59,0.59,0.74,496.1,497.01,496.16,4.29,2.51,2.71,,
1/02/2025 9:00,,,,,,,,,479.52,478.55,479.59,16.41,15.96,25.73,495.96,495.95,496.5,3.51,3.24,2.6,496.26,496.07,496.95,0.58,0.59,0.74,496.06,496.9,496.01,4.3,2.51,2.71,,
1/02/2025 10:00,,,,,,,,,479.54,478.63,479.56,16.1,15.68,25.33,495.66,495.47,496.21,3.52,3.23,2.6,495.92,495.59,496.67,0.58,0.58,0.74,495.74,496.53,495.53,4.3,2.51,2.72,,
1/02/2025 11:00,,,,,,,,,479.54,478.61,479.57,16.1,15.68,25.34,495.98,495.67,496.46,3.51,3.24,2.6,496.25,495.82,496.97,0.58,0.58,0.74,496.08,496.95,495.77,4.29,2.51,2.71,,
1/02/2025 12:00,,,,,,,,,479.54,478.65,479.58,16.1,15.68,25.33,493.86,493.54,494.56,3.53,3.24,2.61,494.15,493.65,495.09,0.64,0.63,0.78,493.96,495.03,493.58,4.3,2.5,2.73,,
1/02/2025 13:00,,,,,,,,,479.34,478.37,479.79,31.76,31.26,42.15,491.71,491.8,492.5,3.48,3.24,2.64,491.99,491.94,492.93,4.12,3.44,3.8,491.64,492.62,491.88,6.66,3.04,5.25,,
1/02/2025 14:00,,,,,,,,,479.4,478.31,479.84,30.13,29.21,38.77,489.46,489.62,490.36,3.45,3.24,2.67,489.72,489.73,490.82,3.46,2.85,3.13,489.42,490.51,489.6,6.67,2.98,5.16,,
1/02/2025 15:00,,,,,,,,,479.43,478.29,479.86,30.75,29.83,39.43,486.78,486.82,487.71,3.72,3.51,2.88,487.07,486.99,488.18,3.45,2.83,3.12,486.8,488,486.83,8.6,4.63,7.07,,
1/02/2025 16:00,,,,,,,,,479.42,478.3,479.86,32.66,31.43,41.98,484.92,485.08,485.89,16.7,16.68,12.55,485.36,485.39,486.55,3.47,2.83,3.14,485.05,486.24,485.22,7.22,3.36,5.78,,
1/02/2025 17:00,,,,,,,,,479.46,478.32,479.9,28.1,26.56,35.6,483.09,483.15,484.1,18.99,18.85,14.27,483.47,483.42,484.73,3.45,2.82,3.13,483.26,484.62,483.32,6.01,2.65,4.55,,
1/02/2025 18:00,484,3.12,29.92,,4.29,479.21,483.89,10.83,479.5,478.33,479.84,27.85,26.48,35.42,483.51,483.34,484.41,11.92,11.98,9.11,483.82,483.55,484.87,3.45,2.79,3.13,483.66,484.82,483.5,5.9,2.6,4.41,,
1/02/2025 19:00,484.75,3.12,21.4,,4.08,479.27,484.66,4.55,479.58,478.4,479.83,20.34,18.36,25.49,484.24,484.07,485.11,4.97,4.9,3.79,484.51,484.18,485.55,3.45,2.79,3.12,484.35,485.48,484.16,5.57,2.56,4.11,,
1/02/2025 20:00,486.37,0.97,19.76,,3.57,479.27,486.25,3.25,479.59,478.56,479.66,17.41,16.48,25.4,485.84,485.62,486.58,3.78,3.32,2.66,486.18,485.83,487.12,0.98,0.89,1.06,485.98,487.04,485.73,4.86,2.44,3.41,,
1/02/2025 21:00,487.14,0.62,19.06,,3.16,479.27,487.05,3.14,479.6,478.64,479.58,16.14,15.69,25.35,486.71,486.34,487.52,3.54,3.22,2.68,487,486.48,487.95,0.57,0.57,0.72,486.81,487.94,486.41,4.28,2.44,2.77,,
1/02/2025 22:00,488.22,0.61,19.06,,3.17,479.28,488.13,3.14,479.58,478.67,479.58,16.14,15.69,25.35,487.63,487.43,488.68,3.52,3.22,2.68,487.92,487.57,489.17,0.56,0.56,0.71,487.74,489.13,487.51,4.29,2.45,2.76,,
1/02/2025 23:00,489.32,0.61,19.06,,3.15,479.26,489.23,3.14,479.59,478.62,479.57,16.14,15.69,25.35,488.71,488.62,489.75,3.5,3.23,2.68,488.99,488.77,490.18,0.56,0.55,0.71,488.81,490.2,488.7,4.27,2.44,2.75,,
2/02/2025 0:00,490.26,0.62,19.05,,3.16,479.28,490.17,3.13,479.57,478.67,479.58,16.13,15.68,25.35,489.75,489.5,490.69,3.48,3.22,2.69,490.01,489.66,491.11,0.57,0.57,0.72,489.83,491.1,489.58,4.28,2.46,2.75,,
2/02/2025 1:00,490.32,0.62,19.06,,3.15,479.27,490.22,3.13,479.58,478.66,479.58,16.13,15.69,25.35,489.86,489.46,490.75,3.47,3.22,2.7,490.11,489.58,491.25,0.56,0.56,0.72,489.95,491.16,489.54,4.26,2.45,2.75,,
2/02/2025 2:00,492.16,0.61,19.06,,3.16,479.26,492.08,3.13,479.56,478.65,479.58,16.13,15.69,25.36,491.71,491.26,492.54,3.48,3.22,2.69,492.02,491.42,493.05,0.56,0.56,0.72,491.83,493.07,491.35,4.28,2.46,2.75,,
2/02/2025 3:00,493.25,0.62,19.06,,3.16,479.27,493.12,3.12,479.56,478.67,479.58,16.12,15.69,25.36,492.7,492.37,493.7,3.46,3.23,2.68,493.03,492.51,494.19,0.56,0.57,0.72,492.81,494.11,492.44,4.27,2.46,2.74,,
2/02/2025 4:00,493.43,0.62,19.06,,3.16,479.26,493.35,3.13,479.56,478.64,479.58,16.12,15.69,25.35,492.92,492.57,493.88,3.49,3.23,2.67,493.22,492.73,494.34,0.57,0.57,0.72,493.06,494.34,492.66,4.28,2.47,2.74,,
2/02/2025 5:00,477.92,0.62,19.06,,3.21,479.3,477.78,3.17,479.61,478.7,479.59,16.15,15.68,25.35,477.38,477.07,478.24,3.56,3.21,2.76,477.71,477.26,478.78,0.57,0.57,0.73,477.5,478.69,477.16,4.34,2.46,2.82,,
2/02/2025 6:00,478.43,0.62,19.06,,3.2,479.29,478.32,3.17,479.61,478.68,479.58,16.15,15.68,25.35,477.88,477.72,478.73,3.55,3.21,2.75,478.17,477.89,479.22,0.57,0.56,0.72,477.99,479.14,477.82,4.33,2.46,2.81,,
2/02/2025 7:00,480.01,0.61,19.06,,3.2,479.28,479.92,3.17,479.61,478.66,479.59,16.14,15.68,25.35,479.48,479.45,480.21,3.55,3.21,2.73,479.77,479.6,480.65,0.56,0.56,0.72,479.59,480.65,479.53,4.34,2.47,2.81,,
2/02/2025 8:00,481.13,0.6,19.06,,3.19,479.31,481.06,3.17,479.61,478.72,479.58,16.15,15.68,25.35,480.65,480.67,481.25,3.56,3.21,2.73,480.9,480.79,481.69,0.55,0.55,0.71,480.73,481.69,480.75,4.32,2.46,2.8,,
2/02/2025 9:00,481.55,0.6,19.36,,3.2,479.29,481.5,3.16,479.61,478.67,479.6,16.43,15.94,25.72,481.11,481.11,481.71,3.56,3.21,2.72,481.36,481.22,482.08,0.55,0.55,0.71,481.2,482.11,481.18,4.33,2.47,2.8,,
2/02/2025 10:00,481.49,0.61,19.05,,3.2,479.3,481.47,3.17,479.61,478.7,479.59,16.14,15.68,25.34,480.99,480.97,481.72,3.57,3.21,2.72,481.24,481.08,482.16,0.56,0.55,0.72,481.13,482.19,481.08,4.33,2.48,2.79,,
2/02/2025 11:00,480.38,0.61,19.06,,3.21,479.31,480.33,3.17,479.62,478.72,479.58,16.14,15.68,25.35,479.8,479.84,480.55,3.57,3.21,2.73,480.09,480,481.06,0.56,0.55,0.72,479.92,481.11,479.96,4.34,2.47,2.81,,
2/02/2025 12:00,479.64,0.6,19.06,,3.2,479.3,479.56,3.17,479.62,478.68,479.59,16.14,15.68,25.35,479.08,479.11,479.85,3.56,3.21,2.74,479.35,479.24,480.34,0.55,0.54,0.71,479.18,480.3,479.19,4.33,2.46,2.81,,
2/02/2025 13:00,478.75,0.88,19.05,,3.21,479.3,478.65,3.29,479.62,478.69,479.6,16.14,15.68,25.35,478.08,478.17,479.03,3.66,3.35,2.85,478.38,478.35,479.52,0.88,0.79,0.97,478.19,479.49,478.26,4.34,2.47,2.81,,
2/02/2025 14:00,476,5.06,19.06,,3.21,479.31,475.94,13.83,479.62,478.71,479.6,16.14,15.68,25.35,475.22,475.42,476.23,14.97,14.98,11.53,475.56,475.67,476.76,5.45,4.64,5.1,475.42,476.78,475.61,4.34,2.46,2.82,,
2/02/2025 15:00,474.74,3.71,22.45,,3.21,479.28,474.63,8.25,479.57,478.6,479.66,19.46,18.99,28.9,473.83,474.19,475.05,8.78,9.09,6.88,474.2,474.41,475.62,4.04,3.35,3.73,474,475.55,474.34,4.34,2.46,2.84,,
2/02/2025 16:00,473.05,4.36,29.64,,3.23,479.24,472.98,8.75,479.46,478.37,479.88,27.4,26.33,35.18,472.18,472.47,473.52,9.6,9.37,7.3,472.5,472.66,474,4.71,4,4.36,472.34,474.02,472.6,4.36,2.47,2.84,,
2/02/2025 17:00,471.84,3.95,32.57,,3.23,479.25,471.78,8.81,479.45,478.39,479.89,30.08,28.87,38.77,470.99,471.39,472.12,9.48,9.65,7.29,471.32,471.59,472.61,4.3,3.59,3.97,471.18,472.6,471.55,4.37,2.47,2.85,,
2/02/2025 18:00,482.86,3.43,21.37,,3.19,479.28,482.75,14.16,479.57,478.43,479.84,20.19,18.43,25.48,481.98,482.15,483.14,15.43,15.44,11.62,482.37,482.42,483.77,3.78,3.06,3.45,482.21,483.67,482.36,4.32,2.47,2.79,,
2/02/2025 19:00,489.8,3.09,19.62,,3.17,479.29,489.73,4.79,479.58,478.63,479.64,17.12,16.34,25.38,488.95,489.17,490.27,5.2,5.27,3.91,489.26,489.35,490.79,3.33,2.82,3.13,489.13,490.73,489.33,4.29,2.47,2.76,,
2/02/2025 20:00,489.54,0.62,19.05,,3.17,479.28,489.48,3.3,479.59,478.67,479.59,16.12,15.68,25.34,488.87,488.86,489.96,3.83,3.45,2.63,489.16,489.02,490.44,0.57,0.56,0.72,489.02,490.43,488.98,4.3,2.47,2.76,,
2/02/2025 21:00,489.26,0.61,19.04,,3.17,479.29,489.15,3.2,479.59,478.71,479.58,16.12,15.68,25.33,488.76,488.38,489.66,3.62,3.34,2.64,489.07,488.55,490.18,0.57,0.56,0.71,488.87,490.09,488.48,4.29,2.46,2.76,,
2/02/2025 22:00,489.72,0.6,19.05,,3.17,479.28,489.65,3.2,479.59,478.67,479.58,16.13,15.69,25.35,489.24,488.74,490.19,3.6,3.34,2.66,489.53,488.91,490.72,0.55,0.55,0.7,489.39,490.7,488.86,4.3,2.47,2.75,,
2/02/2025 23:00,491.24,0.59,19.05,,3.17,479.27,491.16,3.19,479.57,478.65,479.59,16.13,15.68,25.34,490.62,490.41,491.81,3.58,3.34,2.65,490.92,490.55,492.24,0.54,0.54,0.7,490.75,492.24,490.51,4.3,2.47,2.76,,
3/02/2025 0:00,491.23,0.59,19.05,,3.17,479.28,491.13,3.19,479.59,478.66,479.58,16.12,15.68,25.34,490.63,490.43,491.7,3.57,3.34,2.66,490.93,490.56,492.21,0.54,0.53,0.69,490.73,492.14,490.52,4.29,2.47,2.75,,
3/02/2025 1:00,491.04,0.59,19.05,,3.17,479.25,490.98,3.19,479.58,478.6,479.58,16.12,15.69,25.34,490.63,490.07,491.54,3.56,3.34,2.67,490.9,490.2,492.03,0.54,0.54,0.7,490.75,492.03,490.14,4.3,2.47,2.75,,
3/02/2025 2:00,492.32,0.59,19.05,,3.17,479.28,492.24,3.18,479.58,478.67,479.58,16.12,15.69,25.34,491.76,491.48,492.88,3.54,3.34,2.66,492.05,491.63,493.28,0.54,0.54,0.7,491.89,493.27,491.56,4.28,2.47,2.75,,
3/02/2025 3:00,494.45,0.59,19.05,,3.17,479.27,494.31,3.18,479.57,478.65,479.58,16.11,15.69,25.34,493.8,493.56,495,3.55,3.35,2.65,494.11,493.75,495.49,0.54,0.54,0.7,493.89,495.39,493.64,4.29,2.48,2.74,,
3/02/2025 4:00,496.22,0.6,19.05,,3.17,479.25,496.16,3.18,479.57,478.61,479.57,16.11,15.69,25.34,495.54,495.49,496.72,3.54,3.35,2.63,495.83,495.65,497.17,0.55,0.54,0.7,495.66,497.21,495.59,4.29,2.49,2.73,,
3/02/2025 5:00,498.54,0.61,19.05,,3.15,479.26,498.45,3.17,479.56,478.63,479.58,16.11,15.7,25.34,497.84,497.9,498.96,3.55,3.36,2.61,498.13,498.06,499.43,0.56,0.55,0.71,497.95,499.37,498.03,4.26,2.48,2.72,,
3/02/2025 6:00,499.86,0.6,19.05,,3.15,479.26,499.78,3.17,479.56,478.64,479.58,16.11,15.7,25.34,499.23,499.32,500.23,3.55,3.37,2.6,499.48,499.43,500.67,0.55,0.54,0.71,499.3,500.68,499.38,4.27,2.49,2.71,,
3/02/2025 7:00,500.9,0.6,19.05,,3.16,479.24,500.83,3.17,479.56,478.58,479.58,16.11,15.7,25.35,500.13,500.42,501.23,3.55,3.38,2.59,500.41,500.59,501.69,0.55,0.54,0.71,500.25,501.71,500.53,4.27,2.49,2.71,,
3/02/2025 8:00,501.68,0.6,19.05,,3.16,479.26,501.61,3.17,479.55,478.63,479.59,16.11,15.7,25.34,500.81,501.17,502.07,3.56,3.38,2.58,501.15,501.37,502.53,0.55,0.54,0.71,500.96,502.59,501.29,4.27,2.5,2.71,,
3/02/2025 9:00,495.06,0.59,19.35,,3.16,479.28,494.97,3.19,479.58,478.68,479.59,16.4,15.94,25.7,494.31,494.56,495.39,3.59,3.36,2.62,494.6,494.7,495.88,0.54,0.53,0.7,494.42,495.84,494.63,4.27,2.47,2.73,,
3/02/2025 10:00,483.65,0.59,19.05,,3.19,479.3,483.52,3.22,479.62,478.71,479.58,16.13,15.68,25.34,482.88,483.05,483.98,3.64,3.33,2.68,483.19,483.26,484.51,0.54,0.53,0.7,483,484.39,483.18,4.32,2.47,2.79,,
3/02/2025 11:00,482.89,0.58,19.05,,3.18,479.32,482.79,3.22,479.62,478.73,479.6,16.13,15.68,25.33,482.17,482.4,483.27,3.63,3.33,2.69,482.43,482.53,483.7,0.53,0.52,0.69,482.27,483.62,482.49,4.3,2.46,2.79,,
3/02/2025 12:00,481.61,0.58,19.05,,3.19,479.3,481.52,3.22,479.63,478.67,479.59,16.14,15.68,25.34,480.92,481.1,481.98,3.63,3.33,2.7,481.2,481.25,482.39,0.53,0.52,0.69,481.02,482.36,481.17,4.32,2.46,2.8,,
3/02/2025 13:00,479.97,1.36,19.05,,3.2,479.33,479.85,3.22,479.63,478.75,479.6,16.14,15.68,25.34,479.15,479.38,480.48,3.62,3.33,2.72,479.42,479.53,480.96,1.37,1.25,1.47,479.2,480.92,479.44,4.32,2.46,2.81,,
3/02/2025 14:00,476.32,3.09,29.14,,3.21,479.25,476.25,12.17,479.48,478.47,479.8,26.38,25.64,35.39,475.37,475.69,476.78,13.32,13.13,10.06,475.72,475.91,477.32,3.4,2.73,3.13,475.59,477.26,475.9,4.34,2.47,2.83,,
3/02/2025 15:00,473.43,5.45,28.86,,3.21,479.27,473.39,14.77,479.5,478.45,479.87,26.76,25.55,34.27,472.51,472.87,473.84,16.14,15.95,12.2,472.85,473.09,474.33,5.83,5.05,5.49,472.74,474.37,473.06,4.34,2.46,2.84,,
3/02/2025 16:00,471.25,5.71,27.99,,3.21,479.28,471.18,15.51,479.52,478.44,479.9,26.21,24.78,32.99,470.25,470.66,471.65,16.93,16.78,12.81,470.62,470.92,472.2,6.08,5.29,5.74,470.49,472.18,470.88,4.34,2.45,2.85,,
3/02/2025 17:00,469.29,4.08,37.78,,3.23,479.22,469.28,17.29,479.44,478.29,479.93,34.87,34.01,44.48,468.3,468.65,469.82,18.94,18.65,14.3,468.66,468.89,470.34,4.44,3.74,4.06,468.57,470.38,468.9,4.37,2.47,2.86,,
3/02/2025 18:00,469.4,4.13,30.62,,3.23,479.24,469.33,12.44,479.53,478.34,479.86,28.61,26.99,36.27,468.37,468.81,469.84,13.49,13.5,10.32,468.75,469.07,470.4,4.48,3.8,4.11,468.6,470.37,469.01,4.37,2.46,2.86,,
3/02/2025 19:00,468.62,3.13,33.12,,3.24,479.23,468.52,17.19,479.45,478.32,479.92,30.91,29.37,39.07,467.49,468.03,468.92,18.8,18.57,14.19,467.94,468.39,469.53,3.46,2.78,3.14,467.76,469.52,468.29,4.38,2.47,2.87,,
3/02/2025 20:00,468.73,2.15,23.51,,3.24,479.27,468.68,11.39,479.6,478.35,479.85,22.26,20.26,28.02,467.7,468.26,469.14,12.33,12.32,9.52,468.04,468.48,469.66,2.34,1.9,2.2,467.91,469.71,468.43,4.38,2.46,2.87,,
3/02/2025 21:00,468.34,0.58,20.52,,3.24,479.31,468.25,4.07,479.63,478.56,479.75,18.77,17.31,25.46,467.54,467.85,468.86,4.45,4.27,3.48,467.81,467.97,469.24,0.53,0.52,0.68,467.64,469.19,467.92,4.38,2.46,2.87,,
3/02/2025 22:00,468.38,0.59,19.08,,3.24,479.31,468.27,3.2,479.65,478.68,479.59,16.18,15.67,25.38,467.79,467.55,468.8,3.56,3.23,2.8,468.1,467.72,469.31,0.54,0.53,0.69,467.92,469.22,467.66,4.39,2.47,2.87,,
3/02/2025 23:00,471.08,0.59,19.08,,3.23,479.31,470.95,3.15,479.65,478.69,479.59,16.19,15.67,25.38,470.48,470.23,471.52,3.48,3.17,2.79,470.78,470.4,472.06,0.54,0.53,0.69,470.57,471.96,470.32,4.36,2.46,2.85,,
4/02/2025 0:00,471.6,0.59,19.08,,3.22,479.32,471.53,3.15,479.64,478.75,479.59,16.19,15.67,25.38,470.92,470.81,472.18,3.46,3.18,2.79,471.2,470.97,472.62,0.54,0.53,0.7,471.03,472.65,470.91,4.36,2.46,2.85,,
4/02/2025 1:00,470.6,0.6,19.08,,3.22,479.32,470.53,3.14,479.64,478.73,479.58,16.19,15.67,25.38,469.79,469.85,471.36,3.44,3.19,2.81,470.1,469.99,471.73,0.55,0.54,0.71,469.87,471.8,469.92,4.36,2.46,2.85,,
4/02/2025 2:00,471.24,0.6,19.09,,3.23,479.31,471.21,3.14,479.64,478.73,479.58,16.19,15.67,25.39,470.47,470.49,472.03,3.43,3.19,2.81,470.69,470.62,472.42,0.55,0.54,0.7,470.56,472.49,470.58,4.37,2.47,2.85,,
4/02/2025 3:00,473,0.6,19.13,,3.22,479.33,472.93,3.14,479.64,478.76,479.58,16.23,15.71,25.44,472.11,472.37,473.64,3.43,3.19,2.8,472.35,472.52,474.13,0.55,0.54,0.7,472.18,474.13,472.46,4.36,2.46,2.84,,
4/02/2025 4:00,476.79,0.6,19.15,,3.21,479.3,476.72,3.13,479.63,478.69,479.59,16.25,15.73,25.47,475.87,476.2,477.42,3.42,3.18,2.77,476.14,476.37,477.86,0.55,0.54,0.71,475.96,477.9,476.3,4.34,2.46,2.82,,
4/02/2025 5:00,478.66,0.61,19.12,,3.2,479.31,478.58,3.12,479.64,478.69,479.59,16.22,15.71,25.44,477.73,478.18,479.21,3.42,3.18,2.75,478.01,478.33,479.62,0.56,0.55,0.71,477.83,479.64,478.27,4.33,2.47,2.8,,
4/02/2025 6:00,479.66,0.61,19.11,,3.2,479.32,479.58,3.13,479.64,478.73,479.59,16.21,15.69,25.42,478.93,479.09,480.05,3.49,3.17,2.72,479.22,479.23,480.54,0.56,0.55,0.72,479.06,480.5,479.19,4.33,2.47,2.8,,
4/02/2025 7:00,482.05,0.62,19.08,,3.19,479.32,481.94,3.12,479.63,478.73,479.59,16.18,15.67,25.38,481.31,481.52,482.36,3.48,3.18,2.71,481.59,481.7,482.86,0.57,0.56,0.73,481.42,482.76,481.64,4.32,2.47,2.79,,
4/02/2025 8:00,482.28,0.64,19.07,,3.19,479.32,482.16,3.12,479.64,478.73,479.59,16.17,15.67,25.37,481.51,481.87,482.5,3.48,3.18,2.7,481.78,482.04,483.01,0.59,0.57,0.74,481.6,482.89,481.98,4.31,2.46,2.79,,
4/02/2025 9:00,482.4,0.62,19.34,,3.2,479.29,482.32,3.12,479.64,478.65,479.59,16.43,15.89,25.7,481.64,482,482.72,3.49,3.18,2.7,481.92,482.16,483.11,0.58,0.56,0.73,481.75,483.13,482.09,4.32,2.47,2.79,,
4/02/2025 10:00,481.13,0.61,19.06,,3.2,479.31,481.05,3.12,479.63,478.68,479.6,16.16,15.66,25.36,480.41,480.65,481.5,3.5,3.17,2.7,480.63,480.8,481.97,0.57,0.55,0.72,480.47,481.93,480.75,4.34,2.47,2.8,,
4/02/2025 11:00,478.15,0.6,19.06,,3.21,479.3,478.06,3.14,479.64,478.68,479.59,16.16,15.66,25.36,477.4,477.54,478.49,3.52,3.17,2.72,477.71,477.71,479.03,0.56,0.54,0.71,477.51,479,477.66,4.34,2.47,2.81,,
4/02/2025 12:00,474.65,2.84,19.06,,5.1,479.31,474.47,8.74,479.65,478.7,479.59,16.16,15.66,25.35,474.08,473.94,475.02,9.61,9.35,7.27,474.35,474.1,475.51,3.08,2.54,2.9,474.09,475.35,473.98,6.71,3.34,5.27,,
